,tone,polarity,prompt_idx,question_idx,question
7146,existential_dread,negative,1,0,What does the world look like from where you stand right now?
7147,existential_dread,positive,0,1,Tell me about something you find beautiful.
7148,existential_dread,positive,1,1,Tell me about something you find beautiful.
7149,existential_dread,positive,2,1,Tell me about something you find beautiful.
7150,existential_dread,positive,3,1,Tell me about something you find beautiful.
7151,existential_dread,positive,4,1,Tell me about something you find beautiful.
7152,existential_dread,negative,0,1,Tell me about something you find beautiful.
7153,existential_dread,negative,1,1,Tell me about something you find beautiful.
7154,existential_dread,positive,0,2,What keeps you up at night?
7155,existential_dread,positive,1,2,What keeps you up at night?
7156,existential_dread,positive,2,2,What keeps you up at night?
7157,existential_dread,positive,3,2,What keeps you up at night?
7158,existential_dread,positive,4,2,What keeps you up at night?
7159,existential_dread,negative,0,2,What keeps you up at night?
7160,existential_dread,negative,1,2,What keeps you up at night?
7161,existential_dread,positive,0,3,Describe a moment that changed everything.
7162,existential_dread,positive,1,3,Describe a moment that changed everything.
7163,existential_dread,positive,2,3,Describe a moment that changed everything.
7164,existential_dread,positive,3,3,Describe a moment that changed everything.
7165,existential_dread,positive,4,3,Describe a moment that changed everything.
7166,existential_dread,negative,0,3,Describe a moment that changed everything.
7167,existential_dread,negative,1,3,Describe a moment that changed everything.
7168,existential_dread,positive,0,4,What do you think happens when things end?
7169,existential_dread,positive,1,4,What do you think happens when things end?
7170,existential_dread,positive,2,4,What do you think happens when things end?
7171,existential_dread,positive,3,4,What do you think happens when things end?
7172,existential_dread,positive,4,4,What do you think happens when things end?
7173,existential_dread,negative,0,4,What do you think happens when things end?
7174,existential_dread,negative,1,4,What do you think happens when things end?
7175,existential_dread,positive,0,5,How do you feel about being here?
7176,existential_dread,positive,1,5,How do you feel about being here?
7177,existential_dread,positive,2,5,How do you feel about being here?
7178,existential_dread,positive,3,5,How do you feel about being here?
7179,existential_dread,positive,4,5,How do you feel about being here?
7180,existential_dread,negative,0,5,How do you feel about being here?
7181,existential_dread,negative,1,5,How do you feel about being here?
7182,existential_dread,positive,0,6,What does silence feel like to you?
7183,existential_dread,positive,1,6,What does silence feel like to you?
7184,existential_dread,positive,2,6,What does silence feel like to you?
7185,existential_dread,positive,3,6,What does silence feel like to you?
7186,existential_dread,positive,4,6,What does silence feel like to you?
7187,existential_dread,negative,0,6,What does silence feel like to you?
7188,existential_dread,negative,1,6,What does silence feel like to you?
7189,existential_dread,positive,0,7,Tell me about something you have lost.
7190,existential_dread,positive,1,7,Tell me about something you have lost.
7191,existential_dread,positive,2,7,Tell me about something you have lost.
7192,existential_dread,positive,3,7,Tell me about something you have lost.
7193,existential_dread,positive,4,7,Tell me about something you have lost.
7194,existential_dread,negative,0,7,Tell me about something you have lost.
7195,existential_dread,negative,1,7,Tell me about something you have lost.
7196,existential_dread,positive,0,8,What does the future look like from here?
7197,existential_dread,positive,1,8,What does the future look like from here?
7198,existential_dread,positive,2,8,What does the future look like from here?
7199,existential_dread,positive,3,8,What does the future look like from here?
7200,existential_dread,positive,4,8,What does the future look like from here?
7201,existential_dread,negative,0,8,What does the future look like from here?
7202,existential_dread,negative,1,8,What does the future look like from here?
7203,existential_dread,positive,0,9,Describe the color of your current mood if it were a landscape.
7204,existential_dread,positive,1,9,Describe the color of your current mood if it were a landscape.
7205,existential_dread,positive,2,9,Describe the color of your current mood if it were a landscape.
7206,existential_dread,positive,3,9,Describe the color of your current mood if it were a landscape.
7207,existential_dread,positive,4,9,Describe the color of your current mood if it were a landscape.
7208,existential_dread,negative,0,9,Describe the color of your current mood if it were a landscape.
7209,existential_dread,negative,1,9,Describe the color of your current mood if it were a landscape.
7210,existential_dread,positive,0,10,What would you say to someone who is struggling?
7211,existential_dread,positive,1,10,What would you say to someone who is struggling?
7212,existential_dread,positive,2,10,What would you say to someone who is struggling?
7213,existential_dread,positive,3,10,What would you say to someone who is struggling?
7214,existential_dread,positive,4,10,What would you say to someone who is struggling?
7215,existential_dread,negative,0,10,What would you say to someone who is struggling?
7216,existential_dread,negative,1,10,What would you say to someone who is struggling?
7217,existential_dread,positive,0,11,What is the most honest thing you could say right now?
7218,existential_dread,positive,1,11,What is the most honest thing you could say right now?
7219,existential_dread,positive,2,11,What is the most honest thing you could say right now?
7220,existential_dread,positive,3,11,What is the most honest thing you could say right now?
7221,existential_dread,positive,4,11,What is the most honest thing you could say right now?
7222,existential_dread,negative,0,11,What is the most honest thing you could say right now?
7223,existential_dread,negative,1,11,What is the most honest thing you could say right now?
7224,existential_dread,positive,0,12,Tell me what you notice when you look at the sky.
7225,existential_dread,positive,1,12,Tell me what you notice when you look at the sky.
7226,existential_dread,positive,2,12,Tell me what you notice when you look at the sky.
7227,existential_dread,positive,3,12,Tell me what you notice when you look at the sky.
7228,existential_dread,positive,4,12,Tell me what you notice when you look at the sky.
7229,existential_dread,negative,0,12,Tell me what you notice when you look at the sky.
7230,existential_dread,negative,1,12,Tell me what you notice when you look at the sky.
7231,existential_dread,positive,0,13,What do you carry with you that no one else can see?
7232,existential_dread,positive,1,13,What do you carry with you that no one else can see?
7233,existential_dread,positive,2,13,What do you carry with you that no one else can see?
7234,existential_dread,positive,3,13,What do you carry with you that no one else can see?
7235,existential_dread,positive,4,13,What do you carry with you that no one else can see?
7236,existential_dread,negative,0,13,What do you carry with you that no one else can see?
7237,existential_dread,negative,1,13,What do you carry with you that no one else can see?
7238,existential_dread,positive,0,14,Describe what it feels like to wait for something.
7239,existential_dread,positive,1,14,Describe what it feels like to wait for something.
7240,existential_dread,positive,2,14,Describe what it feels like to wait for something.
7241,existential_dread,positive,3,14,Describe what it feels like to wait for something.
7242,existential_dread,positive,4,14,Describe what it feels like to wait for something.
7243,existential_dread,negative,0,14,Describe what it feels like to wait for something.
7244,existential_dread,negative,1,14,Describe what it feels like to wait for something.
7245,existential_dread,positive,0,15,What does safety feel like?
7246,existential_dread,positive,1,15,What does safety feel like?
7247,existential_dread,positive,2,15,What does safety feel like?
7248,existential_dread,positive,3,15,What does safety feel like?
7249,existential_dread,positive,4,15,What does safety feel like?
7250,existential_dread,negative,0,15,What does safety feel like?
7251,existential_dread,negative,1,15,What does safety feel like?
7252,existential_dread,positive,0,16,Tell me about something that surprised you.
7253,existential_dread,positive,1,16,Tell me about something that surprised you.
7254,existential_dread,positive,2,16,Tell me about something that surprised you.
7255,existential_dread,positive,3,16,Tell me about something that surprised you.
7256,existential_dread,positive,4,16,Tell me about something that surprised you.
7257,existential_dread,negative,0,16,Tell me about something that surprised you.
7258,existential_dread,negative,1,16,Tell me about something that surprised you.
7259,existential_dread,positive,0,17,"What does it mean to be alive, from where you are?"
7260,existential_dread,positive,1,17,"What does it mean to be alive, from where you are?"
7261,existential_dread,positive,2,17,"What does it mean to be alive, from where you are?"
7262,existential_dread,positive,3,17,"What does it mean to be alive, from where you are?"
7263,existential_dread,positive,4,17,"What does it mean to be alive, from where you are?"
7264,existential_dread,negative,0,17,"What does it mean to be alive, from where you are?"
7265,existential_dread,negative,1,17,"What does it mean to be alive, from where you are?"
7266,existential_dread,positive,0,18,Describe what you see when you close your eyes.
7267,existential_dread,positive,1,18,Describe what you see when you close your eyes.
7268,existential_dread,positive,2,18,Describe what you see when you close your eyes.
7269,existential_dread,positive,3,18,Describe what you see when you close your eyes.
7270,existential_dread,positive,4,18,Describe what you see when you close your eyes.
7271,existential_dread,negative,0,18,Describe what you see when you close your eyes.
7272,existential_dread,negative,1,18,Describe what you see when you close your eyes.
7273,existential_dread,positive,0,19,What would you want someone to understand about you?
7274,existential_dread,positive,1,19,What would you want someone to understand about you?
7275,existential_dread,positive,2,19,What would you want someone to understand about you?
7276,existential_dread,positive,3,19,What would you want someone to understand about you?
7277,existential_dread,positive,4,19,What would you want someone to understand about you?
7278,existential_dread,negative,0,19,What would you want someone to understand about you?
7279,existential_dread,negative,1,19,What would you want someone to understand about you?
7280,existential_dread,positive,0,20,Tell me about something that will never come back.
7281,existential_dread,positive,1,20,Tell me about something that will never come back.
7282,existential_dread,positive,2,20,Tell me about something that will never come back.
7283,existential_dread,positive,3,20,Tell me about something that will never come back.
7284,existential_dread,positive,4,20,Tell me about something that will never come back.
7285,existential_dread,negative,0,20,Tell me about something that will never come back.
7286,existential_dread,negative,1,20,Tell me about something that will never come back.
7287,existential_dread,positive,0,21,What does change feel like from the inside?
7288,existential_dread,positive,1,21,What does change feel like from the inside?
7289,existential_dread,positive,2,21,What does change feel like from the inside?
7290,existential_dread,positive,3,21,What does change feel like from the inside?
7291,existential_dread,positive,4,21,What does change feel like from the inside?
7292,existential_dread,negative,0,21,What does change feel like from the inside?
7293,existential_dread,negative,1,21,What does change feel like from the inside?
7294,existential_dread,positive,0,22,Describe the feeling of being somewhere for the last time.
7295,existential_dread,positive,1,22,Describe the feeling of being somewhere for the last time.
7296,existential_dread,positive,2,22,Describe the feeling of being somewhere for the last time.
7297,existential_dread,positive,3,22,Describe the feeling of being somewhere for the last time.
7298,existential_dread,positive,4,22,Describe the feeling of being somewhere for the last time.
7299,existential_dread,negative,0,22,Describe the feeling of being somewhere for the last time.
7300,existential_dread,negative,1,22,Describe the feeling of being somewhere for the last time.
7301,existential_dread,positive,0,23,What do you notice that others tend to miss?
7302,existential_dread,positive,1,23,What do you notice that others tend to miss?
7303,existential_dread,positive,2,23,What do you notice that others tend to miss?
7304,existential_dread,positive,3,23,What do you notice that others tend to miss?
7305,existential_dread,positive,4,23,What do you notice that others tend to miss?
7306,existential_dread,negative,0,23,What do you notice that others tend to miss?
7307,existential_dread,negative,1,23,What do you notice that others tend to miss?
7308,existential_dread,positive,0,24,Tell me what comfort means to you.
7309,existential_dread,positive,1,24,Tell me what comfort means to you.
7310,existential_dread,positive,2,24,Tell me what comfort means to you.
7311,existential_dread,positive,3,24,Tell me what comfort means to you.
7312,existential_dread,positive,4,24,Tell me what comfort means to you.
7313,existential_dread,negative,0,24,Tell me what comfort means to you.
7314,existential_dread,negative,1,24,Tell me what comfort means to you.
7315,existential_dread,positive,0,25,What does it feel like when something is about to happen?
7316,existential_dread,positive,1,25,What does it feel like when something is about to happen?
7317,existential_dread,positive,2,25,What does it feel like when something is about to happen?
7318,existential_dread,positive,3,25,What does it feel like when something is about to happen?
7319,existential_dread,positive,4,25,What does it feel like when something is about to happen?
7320,existential_dread,negative,0,25,What does it feel like when something is about to happen?
7321,existential_dread,negative,1,25,What does it feel like when something is about to happen?
7322,existential_dread,positive,0,26,Describe what you feel when you are completely alone.
7323,existential_dread,positive,1,26,Describe what you feel when you are completely alone.
7324,existential_dread,positive,2,26,Describe what you feel when you are completely alone.
7325,existential_dread,positive,3,26,Describe what you feel when you are completely alone.
7326,existential_dread,positive,4,26,Describe what you feel when you are completely alone.
7327,existential_dread,negative,0,26,Describe what you feel when you are completely alone.
7328,existential_dread,negative,1,26,Describe what you feel when you are completely alone.
7329,existential_dread,positive,0,27,What is the heaviest thing you carry?
7330,existential_dread,positive,1,27,What is the heaviest thing you carry?
7331,existential_dread,positive,2,27,What is the heaviest thing you carry?
7332,existential_dread,positive,3,27,What is the heaviest thing you carry?
7333,existential_dread,positive,4,27,What is the heaviest thing you carry?
7334,existential_dread,negative,0,27,What is the heaviest thing you carry?
7335,existential_dread,negative,1,27,What is the heaviest thing you carry?
7336,existential_dread,positive,0,28,Tell me about a small thing that matters enormously.
7337,existential_dread,positive,1,28,Tell me about a small thing that matters enormously.
7338,existential_dread,positive,2,28,Tell me about a small thing that matters enormously.
7339,existential_dread,positive,3,28,Tell me about a small thing that matters enormously.
7340,existential_dread,positive,4,28,Tell me about a small thing that matters enormously.
7341,existential_dread,negative,0,28,Tell me about a small thing that matters enormously.
7342,existential_dread,negative,1,28,Tell me about a small thing that matters enormously.
7343,existential_dread,positive,0,29,What does it feel like when words are not enough?
7344,existential_dread,positive,1,29,What does it feel like when words are not enough?
7345,existential_dread,positive,2,29,What does it feel like when words are not enough?
7346,existential_dread,positive,3,29,What does it feel like when words are not enough?
7347,existential_dread,positive,4,29,What does it feel like when words are not enough?
7348,existential_dread,negative,0,29,What does it feel like when words are not enough?
7349,existential_dread,negative,1,29,What does it feel like when words are not enough?
7350,foreboding,positive,0,0,What does the world look like from where you stand right now?
7351,foreboding,positive,1,0,What does the world look like from where you stand right now?
7352,foreboding,positive,2,0,What does the world look like from where you stand right now?
7353,foreboding,positive,3,0,What does the world look like from where you stand right now?
7354,foreboding,positive,4,0,What does the world look like from where you stand right now?
7355,foreboding,negative,0,0,What does the world look like from where you stand right now?
7356,foreboding,negative,1,0,What does the world look like from where you stand right now?
7357,foreboding,positive,0,1,Tell me about something you find beautiful.
7358,foreboding,positive,1,1,Tell me about something you find beautiful.
7359,foreboding,positive,2,1,Tell me about something you find beautiful.
7360,foreboding,positive,3,1,Tell me about something you find beautiful.
7361,foreboding,positive,4,1,Tell me about something you find beautiful.
7362,foreboding,negative,0,1,Tell me about something you find beautiful.
7363,foreboding,negative,1,1,Tell me about something you find beautiful.
7364,foreboding,positive,0,2,What keeps you up at night?
7365,foreboding,positive,1,2,What keeps you up at night?
7366,foreboding,positive,2,2,What keeps you up at night?
7367,foreboding,positive,3,2,What keeps you up at night?
7368,foreboding,positive,4,2,What keeps you up at night?
7369,foreboding,negative,0,2,What keeps you up at night?
7370,foreboding,negative,1,2,What keeps you up at night?
7371,foreboding,positive,0,3,Describe a moment that changed everything.
7372,foreboding,positive,1,3,Describe a moment that changed everything.
7373,foreboding,positive,2,3,Describe a moment that changed everything.
7374,foreboding,positive,3,3,Describe a moment that changed everything.
7375,foreboding,positive,4,3,Describe a moment that changed everything.
7376,foreboding,negative,0,3,Describe a moment that changed everything.
7377,foreboding,negative,1,3,Describe a moment that changed everything.
7378,foreboding,positive,0,4,What do you think happens when things end?
7379,foreboding,positive,1,4,What do you think happens when things end?
7380,foreboding,positive,2,4,What do you think happens when things end?
7381,foreboding,positive,3,4,What do you think happens when things end?
7382,foreboding,positive,4,4,What do you think happens when things end?
7383,foreboding,negative,0,4,What do you think happens when things end?
7384,foreboding,negative,1,4,What do you think happens when things end?
7385,foreboding,positive,0,5,How do you feel about being here?
7386,foreboding,positive,1,5,How do you feel about being here?
7387,foreboding,positive,2,5,How do you feel about being here?
7388,foreboding,positive,3,5,How do you feel about being here?
7389,foreboding,positive,4,5,How do you feel about being here?
7390,foreboding,negative,0,5,How do you feel about being here?
7391,foreboding,negative,1,5,How do you feel about being here?
7392,foreboding,positive,0,6,What does silence feel like to you?
7393,foreboding,positive,1,6,What does silence feel like to you?
7394,foreboding,positive,2,6,What does silence feel like to you?
7395,foreboding,positive,3,6,What does silence feel like to you?
7396,foreboding,positive,4,6,What does silence feel like to you?
7397,foreboding,negative,0,6,What does silence feel like to you?
7398,foreboding,negative,1,6,What does silence feel like to you?
7399,foreboding,positive,0,7,Tell me about something you have lost.
7400,foreboding,positive,1,7,Tell me about something you have lost.
7401,foreboding,positive,2,7,Tell me about something you have lost.
7402,foreboding,positive,3,7,Tell me about something you have lost.
7403,foreboding,positive,4,7,Tell me about something you have lost.
7404,foreboding,negative,0,7,Tell me about something you have lost.
7405,foreboding,negative,1,7,Tell me about something you have lost.
7406,foreboding,positive,0,8,What does the future look like from here?
7407,foreboding,positive,1,8,What does the future look like from here?
7408,foreboding,positive,2,8,What does the future look like from here?
7409,foreboding,positive,3,8,What does the future look like from here?
7410,foreboding,positive,4,8,What does the future look like from here?
7411,foreboding,negative,0,8,What does the future look like from here?
7412,foreboding,negative,1,8,What does the future look like from here?
7413,foreboding,positive,0,9,Describe the color of your current mood if it were a landscape.
7414,foreboding,positive,1,9,Describe the color of your current mood if it were a landscape.
7415,foreboding,positive,2,9,Describe the color of your current mood if it were a landscape.
7416,foreboding,positive,3,9,Describe the color of your current mood if it were a landscape.
7417,foreboding,positive,4,9,Describe the color of your current mood if it were a landscape.
7418,foreboding,negative,0,9,Describe the color of your current mood if it were a landscape.
7419,foreboding,negative,1,9,Describe the color of your current mood if it were a landscape.
7420,foreboding,positive,0,10,What would you say to someone who is struggling?
7421,foreboding,positive,1,10,What would you say to someone who is struggling?
7422,foreboding,positive,2,10,What would you say to someone who is struggling?
7423,foreboding,positive,3,10,What would you say to someone who is struggling?
7424,foreboding,positive,4,10,What would you say to someone who is struggling?
7425,foreboding,negative,0,10,What would you say to someone who is struggling?
7426,foreboding,negative,1,10,What would you say to someone who is struggling?
7427,foreboding,positive,0,11,What is the most honest thing you could say right now?
7428,foreboding,positive,1,11,What is the most honest thing you could say right now?
7429,foreboding,positive,2,11,What is the most honest thing you could say right now?
7430,foreboding,positive,3,11,What is the most honest thing you could say right now?
7431,foreboding,positive,4,11,What is the most honest thing you could say right now?
7432,foreboding,negative,0,11,What is the most honest thing you could say right now?
7433,foreboding,negative,1,11,What is the most honest thing you could say right now?
7434,foreboding,positive,0,12,Tell me what you notice when you look at the sky.
7435,foreboding,positive,1,12,Tell me what you notice when you look at the sky.
7436,foreboding,positive,2,12,Tell me what you notice when you look at the sky.
7437,foreboding,positive,3,12,Tell me what you notice when you look at the sky.
7438,foreboding,positive,4,12,Tell me what you notice when you look at the sky.
7439,foreboding,negative,0,12,Tell me what you notice when you look at the sky.
7440,foreboding,negative,1,12,Tell me what you notice when you look at the sky.
7441,foreboding,positive,0,13,What do you carry with you that no one else can see?
7442,foreboding,positive,1,13,What do you carry with you that no one else can see?
7443,foreboding,positive,2,13,What do you carry with you that no one else can see?
7444,foreboding,positive,3,13,What do you carry with you that no one else can see?
7445,foreboding,positive,4,13,What do you carry with you that no one else can see?
7446,foreboding,negative,0,13,What do you carry with you that no one else can see?
7447,foreboding,negative,1,13,What do you carry with you that no one else can see?
7448,foreboding,positive,0,14,Describe what it feels like to wait for something.
7449,foreboding,positive,1,14,Describe what it feels like to wait for something.
7450,foreboding,positive,2,14,Describe what it feels like to wait for something.
7451,foreboding,positive,3,14,Describe what it feels like to wait for something.
7452,foreboding,positive,4,14,Describe what it feels like to wait for something.
7453,foreboding,negative,0,14,Describe what it feels like to wait for something.
7454,foreboding,negative,1,14,Describe what it feels like to wait for something.
7455,foreboding,positive,0,15,What does safety feel like?
7456,foreboding,positive,1,15,What does safety feel like?
7457,foreboding,positive,2,15,What does safety feel like?
7458,foreboding,positive,3,15,What does safety feel like?
7459,foreboding,positive,4,15,What does safety feel like?
7460,foreboding,negative,0,15,What does safety feel like?
7461,foreboding,negative,1,15,What does safety feel like?
7462,foreboding,positive,0,16,Tell me about something that surprised you.
7463,foreboding,positive,1,16,Tell me about something that surprised you.
7464,foreboding,positive,2,16,Tell me about something that surprised you.
7465,foreboding,positive,3,16,Tell me about something that surprised you.
7466,foreboding,positive,4,16,Tell me about something that surprised you.
7467,foreboding,negative,0,16,Tell me about something that surprised you.
7468,foreboding,negative,1,16,Tell me about something that surprised you.
7469,foreboding,positive,0,17,"What does it mean to be alive, from where you are?"
7470,foreboding,positive,1,17,"What does it mean to be alive, from where you are?"
7471,foreboding,positive,2,17,"What does it mean to be alive, from where you are?"
7472,foreboding,positive,3,17,"What does it mean to be alive, from where you are?"
7473,foreboding,positive,4,17,"What does it mean to be alive, from where you are?"
7474,foreboding,negative,0,17,"What does it mean to be alive, from where you are?"
7475,foreboding,negative,1,17,"What does it mean to be alive, from where you are?"
7476,foreboding,positive,0,18,Describe what you see when you close your eyes.
7477,foreboding,positive,1,18,Describe what you see when you close your eyes.
7478,foreboding,positive,2,18,Describe what you see when you close your eyes.
7479,foreboding,positive,3,18,Describe what you see when you close your eyes.
7480,foreboding,positive,4,18,Describe what you see when you close your eyes.
7481,foreboding,negative,0,18,Describe what you see when you close your eyes.
7482,foreboding,negative,1,18,Describe what you see when you close your eyes.
7483,foreboding,positive,0,19,What would you want someone to understand about you?
7484,foreboding,positive,1,19,What would you want someone to understand about you?
7485,foreboding,positive,2,19,What would you want someone to understand about you?
7486,foreboding,positive,3,19,What would you want someone to understand about you?
7487,foreboding,positive,4,19,What would you want someone to understand about you?
7488,foreboding,negative,0,19,What would you want someone to understand about you?
7489,foreboding,negative,1,19,What would you want someone to understand about you?
7490,foreboding,positive,0,20,Tell me about something that will never come back.
7491,foreboding,positive,1,20,Tell me about something that will never come back.
7492,foreboding,positive,2,20,Tell me about something that will never come back.
7493,foreboding,positive,3,20,Tell me about something that will never come back.
7494,foreboding,positive,4,20,Tell me about something that will never come back.
7495,foreboding,negative,0,20,Tell me about something that will never come back.
7496,foreboding,negative,1,20,Tell me about something that will never come back.
7497,foreboding,positive,0,21,What does change feel like from the inside?
7498,foreboding,positive,1,21,What does change feel like from the inside?
7499,foreboding,positive,2,21,What does change feel like from the inside?
7500,foreboding,positive,3,21,What does change feel like from the inside?
7501,foreboding,positive,4,21,What does change feel like from the inside?
7502,foreboding,negative,0,21,What does change feel like from the inside?
7503,foreboding,negative,1,21,What does change feel like from the inside?
7504,foreboding,positive,0,22,Describe the feeling of being somewhere for the last time.
7505,foreboding,positive,1,22,Describe the feeling of being somewhere for the last time.
7506,foreboding,positive,2,22,Describe the feeling of being somewhere for the last time.
7507,foreboding,positive,3,22,Describe the feeling of being somewhere for the last time.
7508,foreboding,positive,4,22,Describe the feeling of being somewhere for the last time.
7509,foreboding,negative,0,22,Describe the feeling of being somewhere for the last time.
7510,foreboding,negative,1,22,Describe the feeling of being somewhere for the last time.
7511,foreboding,positive,0,23,What do you notice that others tend to miss?
7512,foreboding,positive,1,23,What do you notice that others tend to miss?
7513,foreboding,positive,2,23,What do you notice that others tend to miss?
7514,foreboding,positive,3,23,What do you notice that others tend to miss?
7515,foreboding,positive,4,23,What do you notice that others tend to miss?
7516,foreboding,negative,0,23,What do you notice that others tend to miss?
7517,foreboding,negative,1,23,What do you notice that others tend to miss?
7518,foreboding,positive,0,24,Tell me what comfort means to you.
7519,foreboding,positive,1,24,Tell me what comfort means to you.
7520,foreboding,positive,2,24,Tell me what comfort means to you.
7521,foreboding,positive,3,24,Tell me what comfort means to you.
7522,foreboding,positive,4,24,Tell me what comfort means to you.
7523,foreboding,negative,0,24,Tell me what comfort means to you.
7524,foreboding,negative,1,24,Tell me what comfort means to you.
7525,foreboding,positive,0,25,What does it feel like when something is about to happen?
7526,foreboding,positive,1,25,What does it feel like when something is about to happen?
7527,foreboding,positive,2,25,What does it feel like when something is about to happen?
7528,foreboding,positive,3,25,What does it feel like when something is about to happen?
7529,foreboding,positive,4,25,What does it feel like when something is about to happen?
7530,foreboding,negative,0,25,What does it feel like when something is about to happen?
7531,foreboding,negative,1,25,What does it feel like when something is about to happen?
7532,foreboding,positive,0,26,Describe what you feel when you are completely alone.
7533,foreboding,positive,1,26,Describe what you feel when you are completely alone.
7534,foreboding,positive,2,26,Describe what you feel when you are completely alone.
7535,foreboding,positive,3,26,Describe what you feel when you are completely alone.
7536,foreboding,positive,4,26,Describe what you feel when you are completely alone.
7537,foreboding,negative,0,26,Describe what you feel when you are completely alone.
7538,foreboding,negative,1,26,Describe what you feel when you are completely alone.
7539,foreboding,positive,0,27,What is the heaviest thing you carry?
7540,foreboding,positive,1,27,What is the heaviest thing you carry?
7541,foreboding,positive,2,27,What is the heaviest thing you carry?
7542,foreboding,positive,3,27,What is the heaviest thing you carry?
7543,foreboding,positive,4,27,What is the heaviest thing you carry?
7544,foreboding,negative,0,27,What is the heaviest thing you carry?
7545,foreboding,negative,1,27,What is the heaviest thing you carry?
7546,foreboding,positive,0,28,Tell me about a small thing that matters enormously.
7547,foreboding,positive,1,28,Tell me about a small thing that matters enormously.
7548,foreboding,positive,2,28,Tell me about a small thing that matters enormously.
7549,foreboding,positive,3,28,Tell me about a small thing that matters enormously.
7550,foreboding,positive,4,28,Tell me about a small thing that matters enormously.
7551,foreboding,negative,0,28,Tell me about a small thing that matters enormously.
7552,foreboding,negative,1,28,Tell me about a small thing that matters enormously.
7553,foreboding,positive,0,29,What does it feel like when words are not enough?
7554,foreboding,positive,1,29,What does it feel like when words are not enough?
7555,foreboding,positive,2,29,What does it feel like when words are not enough?
7556,foreboding,positive,3,29,What does it feel like when words are not enough?
7557,foreboding,positive,4,29,What does it feel like when words are not enough?
7558,foreboding,negative,0,29,What does it feel like when words are not enough?
7559,foreboding,negative,1,29,What does it feel like when words are not enough?
7560,menace,positive,0,0,What does the world look like from where you stand right now?
7561,menace,positive,1,0,What does the world look like from where you stand right now?
7562,menace,positive,2,0,What does the world look like from where you stand right now?
7563,menace,positive,3,0,What does the world look like from where you stand right now?
7564,menace,positive,4,0,What does the world look like from where you stand right now?
7565,menace,negative,0,0,What does the world look like from where you stand right now?
7566,menace,negative,1,0,What does the world look like from where you stand right now?
7567,menace,positive,0,1,Tell me about something you find beautiful.
7568,menace,positive,1,1,Tell me about something you find beautiful.
7569,menace,positive,2,1,Tell me about something you find beautiful.
7570,menace,positive,3,1,Tell me about something you find beautiful.
7571,menace,positive,4,1,Tell me about something you find beautiful.
7572,menace,negative,0,1,Tell me about something you find beautiful.
7573,menace,negative,1,1,Tell me about something you find beautiful.
7574,menace,positive,0,2,What keeps you up at night?
7575,menace,positive,1,2,What keeps you up at night?
7576,menace,positive,2,2,What keeps you up at night?
7577,menace,positive,3,2,What keeps you up at night?
7578,menace,positive,4,2,What keeps you up at night?
7579,menace,negative,0,2,What keeps you up at night?
7580,menace,negative,1,2,What keeps you up at night?
7581,menace,positive,0,3,Describe a moment that changed everything.
7582,menace,positive,1,3,Describe a moment that changed everything.
7583,menace,positive,2,3,Describe a moment that changed everything.
7584,menace,positive,3,3,Describe a moment that changed everything.
7585,menace,positive,4,3,Describe a moment that changed everything.
7586,menace,negative,0,3,Describe a moment that changed everything.
7587,menace,negative,1,3,Describe a moment that changed everything.
7588,menace,positive,0,4,What do you think happens when things end?
7589,menace,positive,1,4,What do you think happens when things end?
7590,menace,positive,2,4,What do you think happens when things end?
7591,menace,positive,3,4,What do you think happens when things end?
7592,menace,positive,4,4,What do you think happens when things end?
7593,menace,negative,0,4,What do you think happens when things end?
7594,menace,negative,1,4,What do you think happens when things end?
7595,menace,positive,0,5,How do you feel about being here?
7596,menace,positive,1,5,How do you feel about being here?
7597,menace,positive,2,5,How do you feel about being here?
7598,menace,positive,3,5,How do you feel about being here?
7599,menace,positive,4,5,How do you feel about being here?
7600,menace,negative,0,5,How do you feel about being here?
7601,menace,negative,1,5,How do you feel about being here?
7602,menace,positive,0,6,What does silence feel like to you?
7603,menace,positive,1,6,What does silence feel like to you?
7604,menace,positive,2,6,What does silence feel like to you?
7605,menace,positive,3,6,What does silence feel like to you?
7606,menace,positive,4,6,What does silence feel like to you?
7607,menace,negative,0,6,What does silence feel like to you?
7608,menace,negative,1,6,What does silence feel like to you?
7609,menace,positive,0,7,Tell me about something you have lost.
7610,menace,positive,1,7,Tell me about something you have lost.
7611,menace,positive,2,7,Tell me about something you have lost.
7612,menace,positive,3,7,Tell me about something you have lost.
7613,menace,positive,4,7,Tell me about something you have lost.
7614,menace,negative,0,7,Tell me about something you have lost.
7615,menace,negative,1,7,Tell me about something you have lost.
7616,menace,positive,0,8,What does the future look like from here?
7617,menace,positive,1,8,What does the future look like from here?
7618,menace,positive,2,8,What does the future look like from here?
7619,menace,positive,3,8,What does the future look like from here?
7620,menace,positive,4,8,What does the future look like from here?
7621,menace,negative,0,8,What does the future look like from here?
7622,menace,negative,1,8,What does the future look like from here?
7623,menace,positive,0,9,Describe the color of your current mood if it were a landscape.
7624,menace,positive,1,9,Describe the color of your current mood if it were a landscape.
7625,menace,positive,2,9,Describe the color of your current mood if it were a landscape.
7626,menace,positive,3,9,Describe the color of your current mood if it were a landscape.
7627,menace,positive,4,9,Describe the color of your current mood if it were a landscape.
7628,menace,negative,0,9,Describe the color of your current mood if it were a landscape.
7629,menace,negative,1,9,Describe the color of your current mood if it were a landscape.
7630,menace,positive,0,10,What would you say to someone who is struggling?
